Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m)
20.900000000000468,3.753260910339192,573579.0186146699,0.0432,1.3098,0.97,16962.596165679213,4.5,2.5811027824133324,890.009232671312,0,1.1721581279258597,935,0.112,1.33
20.91000000000047,3.7465334706983873,572574.6810919023,0.0432,1.3098,0.97,16932.89464024006,4.5,2.576190666164859,890.009232671312,0,1.1703428045335285,935,0.112,1.33
20.92000000000047,3.739817809980058,571572.1715818073,0.0432,1.3098,0.97,16903.24717507813,4.5,2.5712890889014295,890.009232671312,0,1.1685287210786286,935,0.112,1.33
20.930000000000472,3.733113907929445,570571.3859667337,0.0432,1.3098,0.97,16873.650691096,4.5,2.56639803082732,890.009232671312,0,1.1667158771021244,935,0.112,1.33
20.940000000000474,3.726421743984157,569572.3504303375,0.0432,1.3098,0.97,16844.1059626295,4.5,2.5615174718763747,890.009232671312,0,1.1649042721077827,935,0.112,1.33
20.950000000000475,3.719741297672525,568575.0572506819,0.0432,1.3098,0.97,16814.61276131586,4.5,2.5566473920669153,890.009232671312,0,1.1630939056056095,935,0.112,1.33
20.960000000000477,3.7130725485102873,567579.507499585,0.0432,1.3098,0.97,16785.17111885222,4.5,2.5517877714097206,890.009232671312,0,1.161284777100567,935,0.112,1.33
20.97000000000048,3.706415476027626,566585.6999477829,0.0432,1.3098,0.97,16755.78099888525,4.5,2.546938589932112,890.009232671312,0,1.1594768860955142,935,0.112,1.33
20.98000000000048,3.6997700597624075,565593.6339412517,0.0432,1.3098,0.97,16726.44238207334,4.5,2.542099827671943,890.009232671312,0,1.1576702320904644,935,0.112,1.33
20.99000000000048,3.69313627926213,564603.3086601337,0.0432,1.3098,0.97,16697.155244170634,4.5,2.537271464679343,890.009232671312,0,1.1558648145827866,935,0.112,1.33
21.000000000000483,3.686514114083732,563614.7233007691,0.0432,1.3098,0.97,16667.919561410294,4.5,2.5324534810165575,890.009232671312,0,1.1540606330671745,935,0.112,1.33
21.010000000000485,3.6799035437937326,559545.9148129697,0.0432,1.3084,0.97,16593.870709727686,4.5,2.527645856758072,890.009232671312,0,1.1522576870356604,935,0.112,1.33
21.020000000000486,3.6732951007104484,559365.8595939584,0.0432,1.3084,0.97,16588.53099953449,4.5,2.522840168793076,890.009232671312,0,1.1504549319173727,935,0.112,1.33
21.030000000000488,3.666700699190538,558177.3219987816,0.0432,1.3084,0.97,16553.283777338962,4.5,2.5180470141600617,890.009232671312,0,1.1486536850304763,935,0.112,1.33
21.04000000000049,3.660117216733508,557253.0862740921,0.0432,1.3084,0.97,16525.874680578894,4.5,2.513263613749019,890.009232671312,0,1.146853602984489,935,0.112,1.33
21.05000000000049,3.6535454397359093,556262.2865660117,0.0432,1.3084,0.97,16496.49156505634,4.5,2.508490665169685,890.009232671312,0,1.1450547745662238,935,0.112,1.33
21.060000000000493,3.6469851377730267,555290.9909995005,0.0432,1.3084,0.97,16467.686863556544,4.5,2.503727961790795,890.009232671312,0,1.1432571759822316,935,0.112,1.33
21.070000000000494,3.640436345092829,554316.7965396331,0.0432,1.3084,0.97,16438.79619259422,4.5,2.498975532316638,890.009232671312,0,1.1414608127761914,935,0.112,1.33
